;Africa Eme.;Africa Front.;Asia Des.;Asia Eme.;Asia Front.;Chile;Europa Des.;Europa Eme.;Europa Front.;Latam Eme.;Latam Front.;M. Oriente Eme.;M. Oriente Front.;N/A;Norteamerica;OceanÃ­a;apac_(ex_japan)_fi;australia_&_new_zealand;azerbaijan;cash/equiv;cash_&_forwards;emerging_market_fi;europe_eq;europe_fi;faroe_islands;honduras;mexice;middle_east_&_africa;north_america_fi;otros;peopleã¢â¬â¢s_republic_of_china;technology;tãâ¼rkiye;uzbekistan;world
LP60077943;0,0;0,0;99,77;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,23;0,0;0,0;0,0;0,0;0,0
LP60078450;0,0;0,0;1,02;0,0;0,0;0,0;9,77;0,0;0,0;0,0;0,0;0,0;0,0;0,0;37,93;0,61;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;50,67;0,0;0,0;0,0;0,0;0,0
LP60079697;0,0;0,0;1,2243;0,0;0,0;0,0;2,2749;0,0;0,0;0,0;0,0;0,0;0,0;0,0;56,8605;0,8792;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;38,7611;0,0;0,0;0,0;0,0;0,0
LP60079754;0,0;0,0;4,14;2,04;0,0;0,0;19,02;0,0;0,0;0,0;0,0;0,0;0,0;0,0;73,71;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,09;0,0;0,0;0,0;0,0;0,0
LP60081339;0,0;0,0;0,0;0,0;0,0;0,0;77,84;0,0;0,0;0,0;0,0;0,0;0,0;0,0;14,229999999999999;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;7,93;0,0;0,0;0,0;0,0;0,0
LP60081668;0,0;0,0;0,0;0,0;0,0;0,0;91,74000000000001;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;8,26;0,0;0,0;0,0;0,0;0,0
LP60083325;0,0;2,3;0,0;0,0;0,0;0,0;67,79999999999998;0,0;0,0;0,0;0,0;0,0;0,0;0,0;20,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9,2;0,0;0,0;0,0;0,0;0,0
LP60083429;0,0;0,0;0,0;6,6;0,0;0,0;34,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;58,599999999999994;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
LP60083675;9,36;0,0;7,06;10,9;0,0;0,0;20,950000000000003;0,0;0,0;3,6;0,0;0,0;0,0;0,0;17,78;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;30,35;0,0;0,0;0,0;0,0;0,0
LP60084032;0,0;0,0;0,0;12,0;0,0;0,0;1,0;22,1;0,0;41,9;0,0;0,0;0,0;0,0;3,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,5;0,0;14,4;0,0;0,0;0,0;0,0;0,0
LP60085663;0,0;0,0;12,3;8,5;0,0;0,0;26,400000000000002;0,0;0,0;0,0;0,0;0,0;0,0;0,0;41,099999999999994;4,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;7,2;0,0;0,0;0,0;0,0;0,0
LP60085664;0,0;0,0;0,0;0,0;0,0;0,0;12,7006;0,0;0,0;0,0;0,0;0,0;0,0;0,0;87,2994;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
LP60086318;0,0;0,0;0,0;0,0;0,0;0,0;4,6398;0,0;0,0;0,0;0,0;0,0;0,0;0,0;95,3602;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
LP60086386;0,0;0,0;0,0;0,0;0,0;0,0;9,899999999999999;0,0;0,0;0,0;0,0;0,0;0,0;0,0;62,599999999999994;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;27,5;0,0;0,0;0,0;0,0;0,0
LP60086387;0,0;0,0;0,0;0,0;0,0;0,0;9,899999999999999;0,0;0,0;0,0;0,0;0,0;0,0;0,0;62,599999999999994;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;27,5;0,0;0,0;0,0;0,0;0,0
LP60086390;0,0;0,0;0,0;6,3;0,0;0,0;19,39;0,0;0,0;0,0;0,0;0,0;0,0;0,0;74,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,01;0,0;0,0;0,0;0,0;0,0
LP60087018;0,0;0,0;0,0;21,07;0,0;0,0;0,0;0,0;0,0;11,11;0,0;0,0;0,0;0,0;-0,14;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;67,96;0,0;0,0;0,0;0,0;0,0
LP60087028;0,0;0,0;0,0;21,07;0,0;0,0;0,0;0,0;0,0;11,11;0,0;0,0;0,0;0,0;-0,14;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;67,96;0,0;0,0;0,0;0,0;0,0
LP60087225;0,0;0,0;0,0;1,1398;0,0;0,0;11,0478;0,0;0,0;0,8298;0,0;0,0;0,0;0,0;80,29390000000001;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,6887;0,0;0,0;0,0;0,0;0,0
LP60087960;0,0;0,0;0,0;0,0;0,0;0,0;5,86;0,96;0,0;0,64;0,0;0,0;0,0;0,0;89,07;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,13;0,0;3,34;0,0;0,0;0,0;0,0;0,0
LP60088005;0,0;0,0;9,370000000000001;0,0;0,0;0,0;8,36;0,0;0,0;0,0;0,0;0,0;0,0;0,0;74,09;7,22;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,96;0,0;0,0;0,0;0,0;0,0
LP60088521;0,0;0,0;0,0;0,0;0,0;0,0;18,94;0,0;0,0;0,0;0,0;0,0;0,0;0,0;71,02000000000001;2,48;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;7,56;0,0;0,0;0,0;0,0;0,0
LP60088523;0,0;0,0;0,0;0,0;0,0;0,0;18,94;0,0;0,0;0,0;0,0;0,0;0,0;0,0;71,02000000000001;2,48;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;7,56;0,0;0,0;0,0;0,0;0,0
LP60088971;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;55,55;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;44,45;0,0;0,0;0,0;0,0;0,0
LP60089154;0,0;0,0;0,0;0,0;0,0;0,0;38,25;0,0;0,0;0,0;0,0;0,0;0,0;0,0;29,630000000000003;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;32,12;0,0;0,0;0,0;0,0;0,0
LP60089762;0,0;0,0;0,0;0,81;0,0;0,0;6,41;0,0;0,0;0,82;0,0;0,0;0,0;0,0;87,43;1,01;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,5199999999999996;0,0;0,0;0,0;0,0;0,0
LP60090227;0,0;0,0;27,2229;70,20530000000001;0,4087;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,1631;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
LP60090229;0,0;0,0;27,2229;70,20530000000001;0,4087;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,1631;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
LP60090230;0,0;0,0;27,2229;70,20530000000001;0,4087;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,1631;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
LP60090267;0,0;0,0;0,0;0,0;0,0;0,0;89,38;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10,62;0,0;0,0;0,0;0,0;0,0
LP60090475;0,0;2,7;0,0;3,0;0,0;2,9;0,0;6,0;0,0;11,299999999999999;5,3;0,0;0,0;0,0;11,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;57,8;0,0;0,0;0,0;0,0;0,0
LP60090651;5,86;0,0;5,06;54,95;4,8;0,0;0,0;0,0;0,0;10,14;5,43;0,0;0,0;0,0;4,45;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9,31;0,0;0,0;0,0;0,0;0,0
LP60091000;0,0;0,0;0,0;11,0;0,0;4,4;0,0;2,6;0,0;19,3;0,0;6,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;56,1;0,0;0,0;0,0;0,0;0,0
LP60091001;0,0;0,0;0,9;0,0;0,0;0,0;55,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;42,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,3;0,0;0,0;0,0;0,0;0,0
LP60091004;0,0;0,0;0,0;11,0;0,0;4,4;0,0;2,6;0,0;19,3;0,0;6,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;56,1;0,0;0,0;0,0;0,0;0,0
LP60091047;0,0;0,0;6,7;0,0;0,0;0,0;19,400000000000002;0,0;0,0;0,0;0,0;0,0;0,0;0,0;71,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,6;0,0;0,0;0,0;0,0;0,0
LP60091078;0,0;0,0;11,59;0,0;0,0;0,0;16,19;0,0;0,0;0,0;0,0;0,0;0,0;0,0;42,86;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;29,36;0,0;0,0;0,0;0,0;0,0
LP60091172;0,0;0,0;21,7756;74,3452;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,8792;0,0;0,0;0,0;0,0;0,0
LP60091174;7,29;0,0;0,0;16,439999999999998;0,0;0,0;4,57;0,0;0,0;10,53;0,0;0,0;0,0;0,0;2,72;10,17;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;48,279999999999994;0,0;0,0;0,0;0,0;0,0
LP60091251;0,0;0,0;0,35;1,04;0,0;0,0;3,09;0,0;0,0;0,0;0,24;0,0;0,0;0,0;90,91999999999999;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,36;0,0;0,0;0,0;0,0;0,0
LP60091641;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;71,32;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;28,68;0,0;0,0;0,0;0,0;0,0
LP60091647;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;83,4317;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;16,5683;0,0;0,0;0,0;0,0;0,0
LP60091889;0,0;0,0;1,2243;0,0;0,0;0,0;2,2749;0,0;0,0;0,0;0,0;0,0;0,0;0,0;56,8605;0,8792;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;38,7611;0,0;0,0;0,0;0,0;0,0
LP60091928;0,0;0,0;0,9;0,0;0,0;0,0;55,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;42,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,3;0,0;0,0;0,0;0,0;0,0
LP60092167;0,0;0,0;0,0;0,0;0,0;0,0;18,7381;0,0;0,0;1,3099;1,7898;0,0;0,0;0,0;66,74329999999999;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;11,4189;0,0;0,0;0,0;0,0;0,0
LP60092630;0,0;0,0;0,0;0,0;0,0;0,0;25,889999999999997;0,0;0,0;0,0;0,0;0,0;0,0;0,0;67,19;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,92;0,0;0,0;0,0;0,0;0,0
LP60092631;0,0;0,0;0,0;0,0;0,0;0,0;25,889999999999997;0,0;0,0;0,0;0,0;0,0;0,0;0,0;67,19;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,92;0,0;0,0;0,0;0,0;0,0
LP60092632;0,0;0,0;0,0;0,0;0,0;0,0;25,889999999999997;0,0;0,0;0,0;0,0;0,0;0,0;0,0;67,19;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,92;0,0;0,0;0,0;0,0;0,0
LP60092633;0,0;0,0;0,0;0,0;0,0;0,0;25,889999999999997;0,0;0,0;0,0;0,0;0,0;0,0;0,0;67,19;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,92;0,0;0,0;0,0;0,0;0,0
LP60092637;0,0;0,0;0,0;0,0;0,0;0,0;25,889999999999997;0,0;0,0;0,0;0,0;0,0;0,0;0,0;67,19;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,92;0,0;0,0;0,0;0,0;0,0
LP60093026;0,0;0,0;0,0;0,0;0,0;0,0;8,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;91,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
LP60093090;0,0;0,0;29,099999999999998;48,730000000000004;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,02;14,17;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,98;0,0;0,0;0,0;0,0;0,0
LP60093134;0,0;0,0;0,0;0,0;0,0;0,0;86,86;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;13,14;0,0;0,0;0,0;0,0;0,0
LP60093972;0,0;0,0;0,0;96,1762;0,0;0,0;0,8726;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,8924;0,0588;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
LP60094489;0,0;0,0;0,0;0,0;0,0;0,0;86,4127;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;13,5873;0,0;0,0;0,0;0,0;0,0
LP60095481;0,0;0,0;0,0;0,0;0,0;0,0;1,5191;0,0;0,0;0,0;0,0;0,0;0,0;0,0;98,43090000000001;0,05;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
LP60095483;0,0;0,0;100,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
LP60095612;0,0;0,0;0,0;0,0;0,0;0,0;4,8481;0,0;0,0;0,0;0,0;0,0;0,0;0,0;95,1219;0,03;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
LP60095664;0,0;0,0;0,0;0,0;0,0;0,0;33,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;64,3;0,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,7;0,0;0,0;0,0;0,0;0,0
LP60095845;7,1899999999999995;0,0;0,0;4,65;0,0;0,0;4,21;3,59;0,0;9,54;0,0;3,42;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;67,4;0,0;0,0;0,0;0,0;0,0
LP60095850;7,1899999999999995;0,0;0,0;4,65;0,0;0,0;4,21;3,59;0,0;9,54;0,0;3,42;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;67,4;0,0;0,0;0,0;0,0;0,0
LP60095866;0,0;0,0;1,5;1,7;0,0;0,0;46,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;43,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,9;0,0;0,0;0,0;0,0;0,0
LP60097535;0,0;0,0;0,0;0,0;0,0;0,0;3,29;0,0;0,0;0,0;0,0;0,0;0,0;0,0;96,71;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
LP60097537;0,0;0,0;0,0;0,0;0,0;0,0;3,29;0,0;0,0;0,0;0,0;0,0;0,0;0,0;96,71;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
LP60097538;0,0;0,0;0,0;0,0;0,0;0,0;3,29;0,0;0,0;0,0;0,0;0,0;0,0;0,0;96,71;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
LP60097784;0,0;0,0;23,44;56,45;0,34;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;15,27;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,5;0,0;0,0;0,0;0,0;0,0
LP60098165;4,04;0,0;0,0;8,49;0,0;0,0;0,0;3,06;0,0;14,52;0,0;0,0;0,0;0,0;13,23;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;56,66;0,0;0,0;0,0;0,0;0,0
LP60099025;0,0;0,0;0,0;0,0;0,0;5,01;0,95;0,0;0,0;92,16000000000001;0,4;0,0;0,0;0,0;0,94;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,54;0,0;0,0;0,0;0,0;0,0
LP60099163;0,0;0,0;0,9;0,0;0,0;0,0;55,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;42,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,3;0,0;0,0;0,0;0,0;0,0
LP60099441;0,0;0,0;0,0;0,0;0,0;1,19;5,31;0,0;0,0;89,32;4,13;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,05;0,0;0,0;0,0;0,0;0,0
LP60099782;0,0;0,0;9,22;0,0;0,0;0,0;12,81;0,0;0,0;0,0;0,0;0,0;0,0;0,0;62,77;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;15,200000000000001;0,0;0,0;0,0;0,0;0,0
LP60099787;0,0;0,0;0,75;13,68;0,0;0,0;5,18;0,0;0,0;0,0;0,0;0,0;0,0;0,0;78,77000000000001;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,62;0,0;0,0;0,0;0,0;0,0
LP60099921;0,0;0,0;18,35;52,449999999999996;0,0;0,0;0,0;0,0;0,0;11,85;2,07;0,0;0,0;0,0;3,05;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;12,23;0,0;0,0;0,0;0,0;0,0
LP60099924;0,0;0,0;12,73;81,47;0,0;0,0;3,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,8000000000000003;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
LP60099967;0,0;0,0;0,0;0,0;0,0;0,0;49,81;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,65;3,23;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;40,31;0,0;0,0;0,0;0,0;0,0
LP60099994;0,0;0,0;1,2243;0,0;0,0;0,0;2,2749;0,0;0,0;0,0;0,0;0,0;0,0;0,0;56,8605;0,8792;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;38,7611;0,0;0,0;0,0;0,0;0,0
LP60100329;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;98,1;0,0;1,9;0,0;0,0;0,0
LP60101470;0,0;0,0;0,0;0,0;0,0;1,19;5,31;0,0;0,0;89,32;4,13;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,05;0,0;0,0;0,0;0,0;0,0
LP60101471;0,0;0,0;0,0;0,0;0,0;0,0;1,5191;0,0;0,0;0,0;0,0;0,0;0,0;0,0;98,43090000000001;0,05;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
LP60101474;0,0;0,0;100,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
LP60101477;0,0;0,0;0,0;95,69;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,3100000000000005;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
LP60101483;0,0;0,0;18,35;52,449999999999996;0,0;0,0;0,0;0,0;0,0;11,85;2,07;0,0;0,0;0,0;3,05;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;12,23;0,0;0,0;0,0;0,0;0,0
LP60101485;0,0;0,0;14,78;78,39999999999999;0,0;0,0;5,42;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,4000000000000001;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
LP60101494;0,0;0,0;4,47;3,25;0,0;0,0;2,9299999999999997;0,0;0,0;0,88;1,28;0,0;0,0;0,0;86,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,89;0,0;0,0;0,0;0,0;0,0
LP60101500;0,0;0,0;5,2;0,0;0,0;0,0;0,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;78,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;16,3;0,0;0,0;0,0;0,0;0,0
LP60101502;0,0;0,0;0,0;0,0;0,0;0,0;4,8481;0,0;0,0;0,0;0,0;0,0;0,0;0,0;95,1219;0,03;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
LP60101503;0,0;0,0;1,94;0,77;0,0;0,0;0,97;0,0;0,0;0,0;0,69;0,0;0,0;0,0;94,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,93;0,0;0,0;0,0;0,0;0,0
LP60101510;0,0;0,0;12,73;81,47;0,0;0,0;3,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,8000000000000003;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
LP60101788;14,7734;0,0;0,02;0,0;0,0;0,0;3,2442;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,63160000000001;27,3308;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
LP60101818;0,0;0,0;2,99;8,049999999999999;0,0;0,0;22,75;0,0;0,0;0,0;0,0;0,0;0,0;0,0;56,18;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10,03;0,0;0,0;0,0;0,0;0,0
LP65000823;0,0;0,0;0,0;17,0;0,0;0,0;0,0;13,2;3,5;27,299999999999997;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;39,0;0,0;0,0;0,0;0,0;0,0
LP65006306;0,0;0,0;0,0;0,0;0,0;0,0;9,629999999999999;0,0;0,0;0,0;0,0;0,0;0,0;0,0;81,72;1,71;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,9399999999999995;0,0;0,0;0,0;0,0;0,0
